vehicle_id,brand,model,battery_capacity_kWh,range_km,charging_type,price_in_lakh,manufacture_year,city,customer_age,rating_out_of_5
3587,Hyundai,EQC,75,209,Public,73.97,2022,Surat,45,3.9
3588,Tata,Model X,76,649,Public,58.2,2022,Delhi,67,2.6
3589,BMW,Kona,104,185,Home,109.77,2017,Bangalore,29,4.6
3590,BMW,e-tron,80,172,Slow,54.73,2020,Hyderabad,41,2.7
3591,Tesla,Kona,57,522,Home,24.76,2022,Jaipur,54,4.8
3592,MG,Model X,92,261,Home,91.62,2015,Ahmedabad,67,4
3593,Porsche,ZS EV,21,144,Supercharger,45.32,2022,Mumbai,37,3
3594,Tesla,EV6,22,152,Home,10.62,2019,Delhi,65,2.2
3595,Nissan,e-tron,62,497,Slow,11.55,2020,Bangalore,34,3.1
3596,Hyundai,Model X,93,487,Slow,75.76,2015,Bangalore,33,4.6
3597,Hyundai,i3,54,331,Home,145.39,2023,Hyderabad,45,2.1
3598,Tata,i3,92,252,Fast,16.29,2024,Surat,59,4.4
3599,Nissan,i3,59,268,Home,53.04,2016,Hyderabad,53,3.6
3600,Hyundai,Model X,115,495,Supercharger,10.69,2018,Ahmedabad,27,2.6
3601,Tesla,i3,104,196,Fast,96.55,2024,Pune,48,4.9
3602,Nissan,i3,77,645,Public,88.88,2020,Bangalore,61,2.1
3603,Tesla,Leaf,53,617,Public,46.09,2024,Jaipur,33,2.3
3604,Porsche,Leaf,44,211,Fast,115.18,2020,Bangalore,56,2.9
3605,Porsche,Model 3,75,502,Home,9.22,2023,Hyderabad,39,4.5
3606,Hyundai,ZS EV,51,627,Public,23.23,2019,Bangalore,46,4.4
3607,Hyundai,Nexon,41,249,Supercharger,13.43,2021,Chennai,43,4
3608,MG,Model S,108,191,Public,54.02,2016,Pune,69,4.2
3609,Porsche,i3,84,522,Supercharger,78.26,2016,Delhi,40,3
3610,Audi,Model 3,119,630,Fast,47.01,2017,Bangalore,28,4.7
3611,Audi,EQC,40,245,Supercharger,50.65,2015,Surat,65,3
3612,Tata,Kona,99,624,Slow,88.21,2016,Surat,27,2.6
3613,Porsche,Nexon,115,633,Slow,39.95,2021,Kolkata,52,2.6
3614,Tesla,Taycan,40,598,Slow,45.23,2020,Surat,63,2.3
3615,Tesla,Model 3,47,129,Slow,135.71,2022,Bangalore,69,5
3616,Kia,e-tron,38,572,Fast,110.48,2020,Surat,54,2.1
3617,Nissan,Kona,33,590,Supercharger,78.2,2016,Bangalore,42,3.5
3618,Mercedes,Model X,106,493,Home,107.06,2018,Bangalore,57,2.6
3619,Audi,ZS EV,43,184,Slow,69,2019,Pune,60,3.8
3620,Hyundai,Leaf,39,228,Slow,137.28,2023,Surat,45,3.1
3621,Tata,Model X,51,419,Public,30.59,2019,Delhi,30,2
3622,Mercedes,e-tron,93,161,Slow,29.79,2016,Bangalore,68,3.4
3623,BMW,Model X,71,378,Home,13.62,2021,Hyderabad,56,4.4
3624,Tata,Model 3,84,533,Home,31.1,2017,Kolkata,53,4.5
3625,BMW,Taycan,114,147,Public,36.97,2015,Ahmedabad,32,2.5
3626,Porsche,ZS EV,71,490,Fast,129.79,2017,Pune,66,2.2
3627,BMW,EV6,77,332,Fast,78.73,2017,Surat,19,3.4
3628,BMW,i3,98,273,Supercharger,34.85,2020,Ahmedabad,48,3.9
3629,MG,ZS EV,114,277,Home,128.49,2024,Hyderabad,33,3.9
3630,MG,Model 3,111,413,Home,16.03,2024,Delhi,45,2.8
3631,MG,Kona,29,480,Slow,46.18,2020,Jaipur,52,2.8
3632,Porsche,Nexon,89,485,Slow,141.09,2024,Jaipur,26,5
3633,Mercedes,Kona,34,572,Slow,145.42,2020,Bangalore,48,2.5
3634,Tata,Model X,66,353,Supercharger,58.7,2023,Bangalore,48,3.3
3635,Tata,EQC,110,296,Home,121.69,2021,Jaipur,63,3.9
3636,Hyundai,EQC,29,171,Slow,27.6,2024,Pune,22,4
3637,MG,EQC,40,567,Slow,134.21,2022,Jaipur,60,4.8
3638,Porsche,ZS EV,38,449,Home,119.91,2017,Jaipur,58,4.6
3639,Hyundai,Taycan,87,415,Slow,100.48,2019,Kolkata,69,2.5
3640,Nissan,EV6,41,465,Public,126.47,2015,Jaipur,57,2.3
3641,Hyundai,EV6,82,273,Public,86.56,2024,Chennai,63,3.2
3642,Mercedes,EV6,57,351,Fast,53.2,2021,Bangalore,62,4.3
3643,Audi,ZS EV,34,451,Home,101.42,2016,Mumbai,45,4.5
3644,BMW,Model S,89,265,Public,101.29,2018,Bangalore,19,3.1
3645,MG,EV6,94,601,Home,89.08,2018,Jaipur,62,2.9
3646,Audi,Model 3,63,498,Supercharger,119.15,2019,Bangalore,47,2.3
3647,Hyundai,Leaf,49,495,Home,12.75,2019,Hyderabad,32,4.2
3648,Porsche,Model S,43,149,Fast,97.66,2024,Bangalore,26,3.7
3649,BMW,Taycan,105,548,Fast,88.64,2019,Kolkata,25,4.3
3650,Tata,Kona,113,617,Supercharger,36.98,2024,Ahmedabad,28,4.9
3651,Tesla,EQC,65,613,Home,17.65,2023,Mumbai,48,3.4
3652,BMW,Model S,23,315,Home,73.14,2018,Hyderabad,20,3.1
3653,Mercedes,Taycan,25,257,Public,41.84,2024,Delhi,49,4.2
3654,Mercedes,i3,57,310,Public,117.01,2024,Jaipur,40,2.8
3655,Hyundai,ZS EV,45,599,Fast,76.11,2022,Mumbai,18,3.8
3656,Nissan,Model S,38,297,Home,144.44,2022,Mumbai,33,2.6
3657,Mercedes,ZS EV,21,531,Slow,143.58,2016,Surat,45,3.7
3658,Mercedes,Leaf,87,482,Public,132.79,2020,Pune,19,3.1
3659,Porsche,Model X,88,368,Home,96.31,2021,Ahmedabad,51,3.6
3660,Hyundai,EV6,66,564,Supercharger,91.8,2023,Pune,43,4.7
3661,BMW,Kona,118,460,Public,36.6,2022,Mumbai,60,3.6
3662,Nissan,Nexon,48,345,Fast,109.02,2024,Hyderabad,52,2.8
3663,Audi,ZS EV,83,127,Fast,137.59,2015,Jaipur,26,4.2
3664,Tesla,i3,99,468,Fast,50.46,2015,Mumbai,19,4.8
3665,MG,Model 3,31,285,Fast,127.3,2017,Kolkata,18,2.9
3666,Tata,Model X,104,394,Home,64.49,2024,Hyderabad,46,3.7
3667,Mercedes,Model X,92,431,Home,143.46,2018,Surat,35,4.2
3668,Hyundai,Leaf,30,346,Public,62.78,2024,Pune,33,4
3669,MG,EQC,27,178,Slow,116.99,2024,Bangalore,51,2.4
3670,Tata,Nexon,79,216,Fast,122.41,2023,Ahmedabad,69,5
3671,Tata,Taycan,45,368,Slow,108.13,2016,Chennai,44,2.1
3672,Audi,EQC,51,380,Fast,60.46,2017,Ahmedabad,55,4.4
3673,Audi,Kona,58,522,Public,27.63,2023,Kolkata,21,2.1
3674,Audi,Model X,23,177,Supercharger,19.51,2021,Mumbai,26,2.9
3675,Kia,Nexon,117,176,Fast,18.58,2024,Mumbai,23,3.4
3676,Kia,Leaf,111,192,Supercharger,116.58,2021,Hyderabad,33,3.3
3677,Tata,EQC,108,509,Fast,60.27,2019,Delhi,23,2.5
3678,Audi,e-tron,63,172,Slow,60.15,2018,Pune,26,3.5
3679,Porsche,e-tron,118,222,Fast,34.25,2021,Pune,40,4.5
3680,Mercedes,EV6,102,231,Slow,36.11,2020,Chennai,67,4.8
3681,MG,Nexon,54,626,Supercharger,60.23,2022,Kolkata,69,4.5
3682,MG,Nexon,70,489,Home,35.75,2023,Chennai,64,4.3
3683,Kia,ZS EV,70,304,Supercharger,96.95,2024,Delhi,21,3
3684,Tata,EV6,48,145,Home,128.44,2017,Chennai,65,3.7
3685,Hyundai,Taycan,97,144,Public,103.38,2019,Delhi,38,3.4
3686,BMW,Model S,104,383,Public,48,2019,Chennai,42,2.2
3687,BMW,Nexon,55,640,Public,51.72,2016,Pune,36,3.1
3688,Kia,Model X,97,339,Public,94.33,2015,Hyderabad,50,2.8
3689,Hyundai,Taycan,79,571,Fast,94.63,2016,Kolkata,49,2.6
3690,Kia,Leaf,34,291,Supercharger,113.9,2020,Hyderabad,50,4.7
3691,BMW,Kona,70,289,Slow,140.74,2020,Chennai,35,3
3692,Hyundai,i3,69,514,Fast,37.73,2021,Bangalore,50,3.7
3693,Audi,EV6,113,231,Fast,47.07,2016,Bangalore,41,2.3
3694,Tata,Model 3,74,409,Public,109.47,2020,Kolkata,31,4.4
3695,MG,i3,31,258,Fast,22.48,2016,Mumbai,61,2.1
3696,Porsche,i3,69,338,Slow,40.03,2019,Hyderabad,56,3
3697,Nissan,Model X,81,522,Supercharger,38.41,2017,Jaipur,40,2.9
3698,Tata,EQC,24,617,Public,35.85,2015,Delhi,39,2.3
3699,Audi,i3,46,144,Public,107.18,2021,Surat,23,2.4
3700,BMW,Leaf,98,525,Slow,33,2016,Pune,57,3.1
3701,Audi,e-tron,109,371,Fast,129.69,2020,Delhi,34,4.9
3702,Kia,i3,28,565,Slow,86.47,2022,Kolkata,25,3.8
3703,Hyundai,EQC,54,196,Home,80.22,2019,Mumbai,39,3.6
3704,MG,ZS EV,32,443,Supercharger,61.29,2021,Delhi,33,2.8
3705,Mercedes,Nexon,63,599,Supercharger,39.09,2023,Hyderabad,33,4
3706,Kia,Model S,65,403,Slow,28.25,2016,Kolkata,57,4.9
3707,Tata,Model X,116,277,Supercharger,33.52,2019,Pune,40,2.8
3708,Kia,ZS EV,117,287,Supercharger,140.79,2019,Delhi,30,2.7
3709,Tata,Leaf,87,268,Fast,95.01,2017,Jaipur,61,4.9
3710,Mercedes,Leaf,96,262,Public,75.39,2024,Jaipur,49,4.6
3711,Tesla,EQC,93,456,Public,8.71,2020,Mumbai,57,3.3
3712,MG,Kona,72,582,Public,142.15,2017,Pune,44,3.6
3713,Porsche,Model X,20,216,Slow,113.73,2023,Delhi,38,4.5
3714,Porsche,Model X,30,572,Slow,31.91,2020,Delhi,20,3.3
3715,Nissan,ZS EV,69,383,Public,64.66,2021,Hyderabad,38,4.4
3716,Audi,i3,28,512,Home,96.51,2015,Bangalore,44,2.8
3717,Tesla,Nexon,57,465,Home,30.46,2024,Surat,32,2.9
3718,Porsche,i3,106,505,Fast,75.65,2021,Jaipur,65,3.6
3719,Kia,Kona,32,284,Slow,108.07,2024,Hyderabad,52,2.6
3720,Audi,EV6,24,629,Public,26.6,2019,Pune,58,4.5
3721,Tesla,EV6,44,603,Home,41.21,2020,Chennai,55,2.3
3722,Hyundai,Model 3,29,515,Public,76.42,2023,Jaipur,41,2.7
3723,Hyundai,e-tron,24,569,Supercharger,106.11,2016,Kolkata,32,4.2
3724,Audi,ZS EV,41,647,Home,86.43,2018,Pune,28,3.6
3725,Tata,EQC,61,633,Public,35.74,2023,Delhi,61,2.1
3726,Tata,Taycan,108,524,Slow,124.41,2019,Ahmedabad,52,3.4
3727,Kia,Taycan,39,641,Slow,80.53,2021,Ahmedabad,62,2.5
3728,Tesla,Taycan,47,136,Supercharger,21.18,2020,Bangalore,56,3.3
3729,Tesla,Kona,40,323,Supercharger,37.84,2024,Bangalore,45,3.9
3730,Audi,Nexon,30,126,Fast,145.38,2018,Jaipur,62,2.6
3731,BMW,Model X,112,630,Public,105.89,2017,Chennai,21,3.2
3732,Hyundai,Leaf,88,129,Home,53.22,2022,Pune,57,2.7
3733,Tesla,Kona,56,132,Home,40.29,2018,Surat,44,3.2
3734,Audi,Nexon,68,308,Home,72.39,2022,Surat,30,2.4
3735,Mercedes,Kona,88,551,Fast,28.29,2023,Kolkata,29,3.6
3736,Nissan,i3,52,263,Public,38.75,2023,Chennai,69,2.6
3737,Mercedes,Taycan,64,544,Supercharger,105.97,2016,Hyderabad,32,4.5
3738,MG,Model 3,119,405,Fast,128.81,2024,Bangalore,32,4.1
3739,Kia,Taycan,27,447,Supercharger,14,2019,Pune,48,2.1
3740,Tesla,Nexon,25,642,Fast,90.95,2023,Hyderabad,51,4
3741,MG,i3,34,555,Fast,91.19,2021,Chennai,21,2
3742,Porsche,Taycan,34,610,Home,60.49,2017,Hyderabad,55,2.2
3743,MG,ZS EV,28,450,Fast,118.77,2017,Hyderabad,67,4.8
3744,Audi,e-tron,80,167,Home,77.45,2016,Chennai,40,4.2
3745,Tesla,Leaf,75,376,Home,25.75,2024,Bangalore,44,3.3
3746,Nissan,EQC,24,206,Home,96.19,2022,Mumbai,25,2.1
3747,Audi,Taycan,45,151,Slow,92.05,2019,Ahmedabad,59,4.6
3748,Audi,Model 3,106,437,Home,149,2017,Bangalore,50,3.6
3749,Kia,Nexon,99,262,Public,36.81,2022,Delhi,37,5
3750,Kia,Nexon,76,211,Public,92.93,2017,Mumbai,29,3.8
3751,Hyundai,Model S,54,308,Fast,87.97,2019,Pune,19,2.1
3752,Hyundai,e-tron,29,197,Supercharger,51.94,2019,Mumbai,35,2.7
3753,Tata,i3,110,559,Public,115.83,2023,Ahmedabad,53,3.2
3754,BMW,Model X,99,153,Supercharger,58.94,2022,Mumbai,21,3.5
3755,Tesla,ZS EV,40,237,Home,100.66,2022,Kolkata,63,4.7
3756,Tesla,ZS EV,31,143,Supercharger,62.32,2018,Jaipur,46,4.8
3757,MG,Nexon,28,533,Home,120.04,2022,Delhi,43,4.7
3758,Tesla,Taycan,35,333,Slow,149.69,2024,Delhi,19,2.9
3759,Tesla,ZS EV,92,248,Fast,104.79,2019,Pune,40,2.1
3760,BMW,Taycan,112,331,Supercharger,118.38,2022,Mumbai,54,2.8
3761,Porsche,Model 3,73,572,Supercharger,13.32,2018,Chennai,68,3
3762,Hyundai,e-tron,42,280,Supercharger,134.39,2019,Chennai,65,2.5
3763,Hyundai,EQC,58,228,Fast,125.79,2017,Delhi,47,4.9
3764,Nissan,EV6,107,547,Slow,25.1,2015,Delhi,22,4.6
3765,Tesla,EQC,41,183,Fast,94.47,2021,Mumbai,67,3
3766,BMW,EQC,74,128,Public,130.34,2021,Ahmedabad,43,2.5
3767,Hyundai,EQC,50,151,Fast,96.27,2016,Ahmedabad,61,3.3
3768,BMW,Model S,93,244,Public,132.94,2022,Chennai,26,4.9
3769,Mercedes,Model X,66,401,Supercharger,108.01,2019,Pune,69,4.5
3770,Porsche,EV6,46,289,Slow,68.77,2024,Ahmedabad,32,4.2
3771,Tesla,e-tron,117,295,Home,143.83,2019,Chennai,46,3.8
3772,Nissan,EV6,67,364,Slow,138.78,2023,Kolkata,69,4.1
3773,MG,EQC,58,375,Public,14.61,2015,Ahmedabad,60,2.7
3774,Hyundai,EV6,107,270,Slow,28.28,2019,Delhi,28,4.1
3775,Mercedes,e-tron,40,222,Supercharger,88.99,2022,Kolkata,64,3.1
3776,BMW,Taycan,34,260,Fast,94.71,2015,Bangalore,56,2.1
3777,Kia,e-tron,100,392,Public,135.42,2023,Hyderabad,46,4.3
3778,Audi,Nexon,64,146,Public,27.47,2017,Surat,30,3.7
3779,Tesla,Model 3,38,253,Public,59.86,2015,Hyderabad,58,2.4
3780,Tesla,Model X,72,412,Supercharger,146.77,2024,Delhi,46,2.4
3781,Mercedes,ZS EV,108,343,Slow,129.72,2021,Ahmedabad,62,2.8
3782,BMW,Model 3,74,487,Public,136.74,2021,Pune,46,4.5
3783,Tata,Nexon,105,225,Home,9.58,2019,Ahmedabad,36,4.4
3784,Tesla,Model S,68,596,Public,36.91,2016,Delhi,58,4.4
3785,Tata,Model X,97,321,Slow,72.16,2018,Bangalore,22,2.3
3786,Kia,Model S,80,434,Slow,131.69,2022,Bangalore,39,4
3787,Mercedes,Kona,79,129,Home,69.71,2016,Bangalore,58,3.4
3788,BMW,Leaf,111,376,Fast,28.3,2020,Jaipur,50,2.4
3789,BMW,Model S,95,265,Public,93.92,2022,Chennai,59,4.6
3790,Porsche,i3,110,477,Slow,134.58,2021,Pune,65,4.5
3791,Audi,Leaf,43,492,Home,14.86,2019,Mumbai,48,3.2
3792,Hyundai,e-tron,105,609,Home,76.87,2019,Ahmedabad,61,4.4
3793,Hyundai,EQC,58,222,Supercharger,147.12,2020,Hyderabad,53,3.7
3794,MG,e-tron,80,167,Slow,15.99,2015,Ahmedabad,41,4.6
3795,Nissan,EQC,119,304,Slow,63.4,2023,Kolkata,53,2.8
3796,Mercedes,Model 3,42,222,Slow,36.71,2017,Bangalore,59,2.8
3797,Kia,Nexon,91,343,Supercharger,21.97,2015,Surat,36,3.3
3798,BMW,Taycan,111,496,Home,109.93,2022,Chennai,60,2.6
3799,Audi,EV6,112,230,Home,14.23,2018,Bangalore,38,3.9
3800,Tata,Leaf,98,441,Fast,137.59,2018,Hyderabad,36,2.6
3801,Mercedes,ZS EV,58,272,Home,142.81,2020,Kolkata,30,2.9
3802,MG,Model X,91,475,Slow,89.24,2020,Surat,38,2.4
3803,Mercedes,Kona,111,462,Supercharger,94.91,2021,Mumbai,62,4.7
3804,MG,e-tron,116,536,Fast,136.7,2023,Ahmedabad,24,2.9
3805,BMW,Nexon,30,403,Home,87.94,2018,Chennai,67,2.6
3806,Nissan,Nexon,61,276,Supercharger,35.19,2022,Delhi,25,3.3
3807,MG,Kona,44,518,Public,57,2023,Mumbai,26,2.5
3808,BMW,ZS EV,53,646,Home,75.92,2021,Jaipur,49,2.5
3809,BMW,Model S,41,482,Supercharger,107.43,2021,Jaipur,25,3.7
3810,Nissan,ZS EV,21,562,Slow,72.5,2024,Pune,27,2.8
3811,Hyundai,ZS EV,70,554,Public,142.4,2015,Chennai,18,4.3
3812,Mercedes,Leaf,35,460,Fast,91.56,2024,Bangalore,58,3.4
3813,Tesla,Taycan,30,367,Fast,83.52,2024,Jaipur,55,3.2
3814,Tesla,Taycan,97,593,Slow,117.47,2018,Jaipur,58,3.4
3815,Tata,i3,115,237,Supercharger,34.85,2015,Delhi,48,4.3
3816,Tata,Model X,105,211,Public,78.64,2023,Ahmedabad,47,2
3817,Tesla,Nexon,88,556,Home,7.48,2020,Bangalore,69,2.3
3818,Kia,Model 3,119,643,Slow,69.03,2015,Surat,32,3.5
3819,Tesla,EV6,106,194,Slow,27.18,2024,Ahmedabad,28,3.7
3820,Tata,ZS EV,81,198,Slow,120.82,2019,Jaipur,38,2.2
3821,Audi,Kona,38,198,Slow,59.75,2019,Chennai,33,3.6
3822,Tata,ZS EV,48,324,Home,72.87,2024,Delhi,69,3.2
3823,Kia,Kona,61,401,Slow,9.64,2024,Kolkata,43,3.6
3824,Mercedes,Model X,42,142,Fast,9.86,2023,Kolkata,24,2.4
3825,Tesla,EQC,79,648,Fast,42.96,2017,Bangalore,28,4.5
3826,Nissan,Model X,92,252,Slow,106.47,2017,Surat,47,2.8
3827,Audi,Model 3,37,178,Supercharger,114.47,2023,Bangalore,51,2.6
3828,BMW,i3,114,621,Fast,149.03,2018,Delhi,60,4.9
3829,Kia,Leaf,100,561,Public,118.58,2020,Ahmedabad,61,2.7
3830,Tata,Taycan,74,401,Supercharger,98.66,2024,Pune,49,4.8
3831,Nissan,Kona,37,290,Slow,106.65,2019,Hyderabad,35,2.8
3832,MG,i3,46,245,Home,63.11,2016,Kolkata,48,3.6
3833,Hyundai,Kona,104,205,Supercharger,144.91,2023,Pune,44,4.2
3834,Tesla,Leaf,20,633,Public,94.51,2024,Delhi,47,2.7
3835,Hyundai,Model X,115,225,Supercharger,7.75,2023,Kolkata,57,3.9
3836,Kia,Model S,33,338,Fast,55.49,2016,Jaipur,28,5
3837,MG,i3,78,424,Fast,25.45,2023,Ahmedabad,25,4.4
3838,MG,Kona,97,210,Home,39.17,2023,Ahmedabad,31,4.6
3839,MG,i3,52,615,Supercharger,87.05,2022,Jaipur,49,3
3840,BMW,i3,55,200,Home,68.76,2021,Jaipur,35,4.3
3841,Kia,Taycan,58,253,Supercharger,70.38,2019,Ahmedabad,50,4.6
3842,Mercedes,Kona,95,526,Slow,67.52,2019,Chennai,42,2.2
3843,Hyundai,Leaf,64,457,Supercharger,33.96,2023,Chennai,46,3.5
3844,Mercedes,Taycan,44,616,Supercharger,20.46,2023,Surat,51,4.9
3845,Nissan,Leaf,34,185,Slow,67.9,2018,Ahmedabad,40,4.1
3846,Porsche,e-tron,39,420,Public,44.02,2022,Jaipur,46,2.2
3847,Audi,EV6,53,362,Fast,49.75,2024,Surat,40,4.3
3848,Audi,e-tron,77,367,Supercharger,20.37,2023,Chennai,52,2.2
3849,Mercedes,EV6,79,635,Home,117.66,2017,Ahmedabad,18,2.9
3850,Porsche,Taycan,97,216,Slow,13.97,2015,Pune,40,3.5
3851,Porsche,Model X,49,473,Public,106.85,2015,Pune,53,2.8
3852,Tesla,Nexon,32,215,Fast,96.65,2022,Bangalore,18,2.1
3853,Nissan,i3,97,355,Fast,11.58,2022,Surat,20,3.3
3854,Kia,i3,112,256,Home,125.19,2023,Delhi,29,4.2
3855,Porsche,Taycan,109,476,Public,88.33,2015,Hyderabad,35,3
3856,Tata,Model X,86,167,Home,109.33,2017,Jaipur,66,3.8
3857,Audi,Model 3,108,283,Fast,89.99,2024,Mumbai,51,2.9
3858,Tata,Model X,110,619,Supercharger,40.26,2022,Delhi,41,2.2
3859,Nissan,Nexon,64,314,Slow,49.05,2018,Chennai,36,4.9
3860,Porsche,Model X,59,393,Slow,149.61,2023,Hyderabad,19,3.5
3861,Hyundai,e-tron,99,621,Home,122.03,2023,Bangalore,69,4.9
3862,Audi,Model 3,57,592,Supercharger,126.56,2021,Surat,50,5
3863,Tesla,Leaf,94,440,Fast,42.55,2016,Surat,39,4.2
3864,Tesla,Taycan,112,300,Slow,118.4,2024,Ahmedabad,19,2.3
3865,MG,i3,66,545,Slow,54.75,2022,Ahmedabad,61,3.8
3866,BMW,Nexon,107,245,Home,52.76,2021,Jaipur,23,4.7
3867,Porsche,Model S,48,304,Public,50.51,2021,Ahmedabad,59,4.4
3868,Nissan,EV6,53,259,Slow,20.8,2023,Hyderabad,37,4.7
3869,Audi,EQC,30,168,Home,20.07,2018,Surat,41,2.1
3870,BMW,Model X,39,590,Fast,105.47,2024,Pune,33,4.4
3871,Nissan,e-tron,39,616,Slow,78.45,2022,Mumbai,49,3.9
3872,Mercedes,Kona,92,269,Home,122.55,2024,Chennai,19,4.9
3873,Porsche,Leaf,75,443,Public,118.72,2023,Pune,66,3.7
3874,Kia,i3,42,446,Supercharger,54.75,2019,Jaipur,46,3.2
3875,Kia,EQC,119,470,Slow,24.38,2024,Bangalore,50,4.3
3876,Porsche,Taycan,110,397,Home,45.35,2015,Delhi,36,2.8
3877,MG,Kona,107,266,Supercharger,84.21,2017,Surat,27,4.8
3878,MG,Model 3,44,405,Public,121.13,2018,Mumbai,56,3.2
3879,Kia,Model X,108,273,Slow,69.66,2018,Pune,45,2.9
3880,Hyundai,EV6,52,544,Home,91.12,2019,Hyderabad,22,4.2
3881,Audi,EV6,50,269,Supercharger,85.26,2017,Pune,39,4.7
3882,Kia,Model S,93,192,Fast,36.19,2017,Pune,61,2.4
3883,Hyundai,EQC,98,421,Fast,68.67,2016,Delhi,36,2.9
3884,BMW,EV6,20,177,Home,101.23,2023,Mumbai,21,2.1
3885,Hyundai,e-tron,73,407,Supercharger,12.26,2017,Hyderabad,61,3.3
3886,BMW,Model 3,35,128,Fast,92.15,2016,Pune,37,2.3
3887,Nissan,EQC,104,597,Slow,135.41,2018,Jaipur,57,4.4
3888,Tata,EQC,78,599,Home,137.56,2022,Mumbai,26,2.3
3889,Nissan,EV6,85,527,Public,128.4,2021,Jaipur,37,4.1
3890,Kia,Taycan,22,187,Slow,36.87,2015,Chennai,35,4.1
3891,BMW,EQC,34,427,Home,129.55,2021,Bangalore,68,3
3892,Kia,i3,51,421,Fast,21.13,2016,Chennai,47,4
3893,Porsche,Model S,69,392,Public,51.8,2022,Pune,44,3
3894,Audi,EV6,110,572,Slow,62.57,2023,Pune,62,2.7
3895,Tesla,Taycan,119,636,Supercharger,34.87,2017,Pune,44,2.9
3896,Kia,i3,118,597,Public,131.71,2024,Mumbai,68,4.5
3897,Audi,Model S,79,637,Fast,111.75,2015,Pune,31,4.9
3898,Hyundai,Leaf,107,165,Public,108.57,2021,Chennai,42,3
3899,Nissan,Model S,27,576,Fast,139.47,2017,Bangalore,40,3.4
3900,Hyundai,ZS EV,26,566,Home,115.36,2021,Hyderabad,52,2.9
3901,Tesla,EQC,23,498,Slow,67.03,2024,Delhi,62,2.7
3902,BMW,Model 3,113,135,Home,24.29,2022,Hyderabad,23,2.3
3903,Porsche,EV6,29,627,Public,125.08,2020,Kolkata,58,3
3904,Audi,Leaf,79,497,Home,108.47,2016,Ahmedabad,59,3.7
3905,Porsche,ZS EV,44,474,Slow,92.81,2016,Chennai,68,3.6
3906,Tata,Model 3,61,598,Public,113.04,2024,Hyderabad,27,2.3
3907,Kia,Taycan,66,511,Home,114.47,2023,Delhi,18,4.3
3908,BMW,Model X,115,303,Home,112.69,2015,Ahmedabad,37,3.9
3909,Tata,Model 3,115,583,Home,70.84,2023,Kolkata,20,3.1
3910,Mercedes,EQC,51,504,Supercharger,82.49,2023,Mumbai,42,4.5
3911,Kia,i3,93,206,Public,121.47,2018,Bangalore,56,3.5
3912,Hyundai,e-tron,92,311,Slow,139.71,2021,Delhi,64,2.6
3913,Nissan,Model S,44,323,Public,79.8,2019,Surat,37,4.8
3914,Audi,Taycan,108,142,Public,105.49,2017,Pune,53,3.4
3915,Tesla,Model X,35,620,Home,78.55,2015,Bangalore,66,3.1
3916,Tesla,Model S,68,599,Fast,65.45,2023,Bangalore,63,4.6
3917,Hyundai,EQC,35,278,Home,118.21,2015,Hyderabad,49,4.2
3918,MG,EV6,113,433,Fast,26.42,2024,Chennai,32,2.8
3919,Tesla,Taycan,57,387,Supercharger,69.48,2024,Pune,56,2.7
3920,Audi,Leaf,24,123,Supercharger,90.33,2019,Hyderabad,18,2.8
3921,Hyundai,Model X,26,349,Fast,107.65,2019,Hyderabad,66,3
3922,BMW,EV6,96,604,Home,133.22,2018,Mumbai,56,3
3923,Tesla,ZS EV,27,449,Home,28.39,2021,Mumbai,45,3.5
3924,Porsche,EV6,52,325,Public,65.08,2018,Mumbai,46,3.8
3925,Hyundai,Kona,81,124,Public,37.95,2016,Chennai,49,2.8
3926,Audi,Model X,93,272,Supercharger,84.5,2020,Mumbai,18,3.3
3927,Porsche,EV6,103,544,Public,34.65,2024,Bangalore,25,4
3928,Kia,i3,51,136,Public,39.77,2018,Kolkata,63,3.4
3929,Kia,i3,112,331,Public,22.6,2022,Kolkata,51,3.7
3930,Tesla,Taycan,20,408,Supercharger,86.92,2017,Bangalore,58,2.2
3931,Porsche,ZS EV,110,297,Public,121.14,2016,Pune,20,4.4
3932,Nissan,Model S,39,293,Fast,23.17,2017,Kolkata,56,3.2
3933,Kia,Nexon,74,150,Slow,120.06,2022,Mumbai,66,4.5
3934,Nissan,EV6,82,123,Slow,144.95,2017,Jaipur,42,3.3
3935,BMW,e-tron,97,137,Public,74.29,2023,Chennai,27,3.8
3936,Hyundai,EQC,98,457,Public,82.56,2018,Pune,33,2.4
3937,Tata,Model X,25,351,Public,115.5,2022,Mumbai,30,3.5
3938,Audi,EV6,71,167,Fast,113.92,2019,Bangalore,27,3
3939,Hyundai,Model S,21,182,Supercharger,20.67,2024,Bangalore,63,2.8
3940,Audi,EV6,112,389,Slow,125.11,2021,Bangalore,69,4.7
3941,Porsche,Nexon,58,209,Home,20.85,2021,Chennai,50,3.2
3942,BMW,Leaf,51,408,Public,87.11,2021,Delhi,56,4.5
3943,Mercedes,e-tron,70,200,Home,77.89,2021,Pune,23,4.5
3944,Tesla,Nexon,88,289,Fast,124.96,2022,Mumbai,22,4.3
3945,Audi,EQC,105,218,Supercharger,24.67,2020,Hyderabad,18,4
3946,Audi,e-tron,111,597,Home,98.51,2024,Pune,56,3.1
3947,Porsche,Nexon,51,262,Public,134.76,2016,Chennai,45,3.4
3948,Nissan,EQC,112,425,Public,85.09,2018,Hyderabad,21,4.9
